Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Region,Route,BioRegion,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,Biomass_mgCarbon_m3,NoCopepodSpecies_Sample,ShannonCopepodDiversityCPR,CopepodEvenness,PhytoBiomassCarbon_pg_m3,AbundancePhyto_cells_m3,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversitycpr,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversitycpr,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversitycpr,DinoflagellateEvenness,sst_1d,chl_oc3_1d
-62.5026,142.8239,2007-12-20T23:25:00Z,2007,12,20,23:25:00,SO,HOAN,NA,24,23.3333,0.962285660408086,NA,NA,NA,NA,NA,97108620.618301,134000,NA,17593.4790070947,2,0.244928267419511,0.353356796779654,1,0,NA,NA,NA,NA,NA,NA
-62.7539,142.8578,2007-12-21T00:38:00Z,2007,12,21,00:38:00,SO,HOAN,NA,42,40,1.05333275,NA,NA,NA,NA,NA,155090665.46254,110666.6,NA,41453.2257454485,3,0.898204242703928,0.817580735231767,3,0.898204242703928,0.817580735231767,NA,NA,NA,NA,NA
-60.3431,119.4755,2009-12-13T03:48:00Z,2009,12,13,03:48:00,SO,HOAN,NA,110.6667,110,1.08157571818182,NA,NA,NA,NA,NA,80977168.3490638,133999.9,NA,15395.2689803018,13,1.90615230967598,0.743153974611979,12,1.78385095669789,0.717874434780107,NA,NA,NA,NA,NA
-61.0541,116.9792,2009-12-13T10:19:00Z,2009,12,13,10:19:00,SO,HOAN,NA,130.6668,127.3334,1.00081136214065,NA,NA,1,0,NA,144813649.160856,113999.7,NA,42859.0548972938,10,2.01380282999355,0.87458345670735,9,1.90803394511826,0.8683836712911,NA,NA,NA,NA,NA
-61.4192,115.6232,2009-12-13T14:37:00Z,2009,12,13,14:37:00,SO,HOAN,NA,25.3333,23.3333,0.600000428572041,NA,NA,NA,NA,NA,56449692.3667714,90666.7,NA,18182.0057015337,8,1.70355794900698,0.819238201633115,7,1.5842561239433,0.814146595983589,NA,NA,NA,NA,NA
-61.5957,93.1199,2010-03-22T07:54:00Z,2010,3,22,07:54:00,SO,ANHO,NA,12.6667,12.6667,0.992105283933463,NA,NA,NA,NA,NA,54296499.3332327,26666.5,0.87500046875293,65083.7841041199,3,0.867560917973057,0.789687979027464,3,0.867560917973057,0.789687979027464,NA,NA,NA,NA,NA
-61.4267,93.721,2010-03-22T09:10:00Z,2010,3,22,09:10:00,SO,ANHO,NA,46.6667,46.6667,1.68364693668076,NA,NA,3,0.380506218477596,0.346351686033749,16006560.9260118,19999.9,NA,19330.0344494222,4,1.33217654484329,0.960962247417005,4,1.33217654484329,0.960962247417005,NA,NA,NA,NA,NA
-61.1722,94.6188,2010-03-22T11:07:00Z,2010,3,22,11:07:00,SO,ANHO,NA,38,38,1.90464717105263,NA,NA,1,0,NA,69591089.2290933,53333.2,NA,44396.5126998234,4,1.21300626631163,0.874999062487512,3,0.867560917973057,0.789687979027464,NA,NA,NA,NA,NA
-60.6965,96.3912,2010-03-22T16:30:00Z,2010,3,22,16:30:00,SO,ANHO,NA,15.3334,12,1.166950625,0.833325,NA,1,0,NA,76655027.9961799,123333.4,NA,14507.2626582409,9,2.0950934839412,0.953518136266783,8,1.98231780216083,0.953293354214445,NA,NA,NA,NA,NA
-60.6487,96.5349,2010-03-22T17:03:00Z,2010,3,22,17:03:00,SO,ANHO,NA,36.0001,33.3334,2.07389658720683,NA,NA,2,0.173205206749177,0.249882292833185,162451828.341543,70000.1,NA,86218.1686254291,8,1.99279781918345,0.958333177076766,8,1.99279781918345,0.958333177076766,NA,NA,NA,NA,NA
-60.4076,97.4206,2010-03-22T20:17:00Z,2010,3,22,20:17:00,SO,ANHO,NA,45.9999,43.3333,1.39615586627374,NA,NA,2,0.271189373041844,0.391243563629256,76522666.1256697,79999.7,NA,30535.4557316213,9,2.01412076362241,0.916665863106359,9,2.01412076362241,0.916665863106359,NA,NA,NA,NA,NA
-60.2438,98.0077,2010-03-22T22:26:00Z,2010,3,22,22:26:00,SO,ANHO,NA,30.0001,29.3334,1.07329540728317,NA,NA,2,0.376770161256437,0.543564443199596,10397956.5902679,16666.5,NA,15158.2565433988,3,1.09861228866811,1,3,1.09861228866811,1,NA,NA,NA,NA,NA
-60.0952,98.6067,2010-03-22T23:58:00Z,2010,3,22,23:58:00,SO,ANHO,NA,11.3334,8.0001,1.72666447919401,NA,NA,1,0,NA,5826427.49907605,6666.6,NA,22146.5012337623,1,0,NA,1,0,NA,NA,NA,NA,NA,NA
-60.0539,98.7445,2010-03-23T00:16:00Z,2010,3,23,00:16:00,SO,ANHO,NA,11.3333,9.3333,1.35141938006921,NA,NA,1,0,NA,13280646.9800658,19999.9,NA,16196.0674899208,2,0.636511857779211,0.918292500685089,2,0.636511857779211,0.918292500685089,NA,NA,NA,NA,NA
-62.5394,146.5285,2011-02-01T03:09:00Z,2011,2,1,03:09:00,SO,ANHO,NA,28.0001,28.0001,1.0885704336770201,NA,NA,NA,NA,NA,78886561.0898839,53333.2,NA,43689.3096078316,5,1.234265783434,0.766892449779131,4,1.03356071246359,0.745556457164444,NA,NA,NA,NA,NA
-62.3738,146.5319,2011-02-01T03:54:00Z,2011,2,1,03:54:00,SO,ANHO,NA,11.3334,10.6667,0.857498664066675,NA,NA,NA,NA,NA,7834085.55969766,16666.6,NA,10842.3122822491,2,0.693147180559945,1,2,0.693147180559945,1,NA,NA,NA,NA,NA
-62.2069,146.5349,2011-02-01T04:39:00Z,2011,2,1,04:39:00,SO,ANHO,NA,12,10.6667,1.16593637207384,NA,NA,2,0.636514168294813,0.918295834054489,8990528.75275632,13333.2,NA,16146.9037536209,4,1.38629436111989,1,3,1.09861228866811,1,NA,NA,NA,NA,NA
-61.1252,146.6089,2011-02-01T09:31:00Z,2011,2,1,09:31:00,SO,ANHO,NA,17.3333,12,1.06222229166667,NA,NA,1,0,NA,50991208.948125,23333.3,NA,70831.0523039444,3,0.955699466724624,0.869915143479102,3,0.955699466724624,0.869915143479102,NA,NA,NA,NA,NA
-39.04402,146.88456,2016-10-30T06:40:06Z,2016,10,30,06:40:06,SEAC,PKME,South-east,60.6669,38.0001,0.84666945613301,NA,1.5333,7,1.48945882073376,0.765430419003082,13143621.6352748,4666.7,0.714273469475218,30432.0137475208,2,0.693147180559945,1,NA,NA,NA,2,0.693147180559945,1,NA,NA
-39.18879,145.94248,2017-08-02T16:13:53Z,2017,8,2,16:13:53,SEAC,PKME,South-east,92.0004,54.6669,1.13762452304837,0.927537114049752,3.7333,19,2.21134120901839,0.751022936683312,11071102.6442424,4666.7,NA,25174.6150473925,3,0.796331347068718,0.724852029494537,NA,NA,NA,2,0.693147180559945,1,NA,NA
-36.25031,122.20115,2017-03-08T16:48:04Z,2017,3,8,16:48:04,GAB,ABFR,South-west,49.3337,35.3336,1.21451203228216,0.909087190116453,3.2667,13,1.98987658407071,0.775795661728011,12883443.7303524,1333.4,NA,104007.60853624,2,0.693147180559945,1,NA,NA,NA,2,0.693147180559945,1,NA,NA
-35.93658,119.76379,2017-03-08T23:14:44Z,2017,3,8,23:14:44,GAB,ABFR,South-west,94.6671,28.0004,1.30857678818874,0.896548513735084,8,10,1.53075234491281,0.664797296556096,34184129.5378726,12000.3,0.555544444722215,28975.5273552421,7,1.94591014905531,1,NA,NA,NA,7,1.94591014905531,1,NA,NA
-28.26844,153.84974,2017-07-31T01:53:29Z,2017,7,31,01:53:29,NEAC,BRPK,Temperate East,36.0002,14.0003,0.988002489950201,0.909088429808414,1.2,4,1.242453324894,0.896240625180289,105342794.916105,43999.7,0.909090289251972,73787.3823966098,6,1.7105636549568,0.954683753223731,4,1.38629436111989,1,2,0.450574620598912,0.650041770688476,NA,NA
-31.86283,153.04429,2017-07-31T14:19:02Z,2017,7,31,14:19:02,NEAC,BRPK,Temperate East,192.6678,100.6676,1.19715357544639,0.908044530343495,5.0667,33,2.74356291018535,0.784658080085679,216851556.316098,98666.7,0.979728723064621,75139.8741917782,7,1.63303695757891,0.839214985528341,5,1.51710639705165,0.942631203932057,2,0.693147180559945,1,NA,NA
-33.86752,151.67796,2017-07-31T22:13:29Z,2017,7,31,22:13:29,NEAC,BRPK,Temperate East,296.0003,150.0001,1.28020366349447,0.825396636432576,5.9333,23,2.39626457312132,0.764238237451582,193114134.800098,29999.9,0.750001875004688,114889.492816828,3,1.09861228866811,1,1,0,NA,2,0.693147180559945,1,NA,NA
-10.60167,141.79528,2017-10-01T15:26:34Z,2017,10,1,15:26:34,North,TINT,NA,53.3336,22.6669,1.02015015286607,NA,11.4667,5,1.32966134885476,0.826165047177116,14491466.3520893,37333.3,0.803920588235294,14334.6037370718,3,0.735618580192016,0.669588887526313,2,0.410114124287965,0.591669613308768,NA,NA,NA,NA,NA
-10.74953,138.41306,2017-10-02T08:12:09Z,2017,10,2,08:12:09,North,TINT,North,154.6672,106.0004,1.40569296436617,0.509089272735455,18.1333,23,2.10607492067099,0.67168834500525,49614807.9256027,74000,0.952830682627036,30531.2498696697,2,0.46599909705331,0.672294586377545,2,0.46599909705331,0.672294586377545,NA,NA,NA,NA,NA
-10.7791,137.73641,2017-10-02T11:33:16Z,2017,10,2,11:33:16,North,TINT,North,96,43.3334,0.998809657596053,0.979165690107218,5,16,2.13876560552186,0.771396633177568,453542051.280826,94000,0.992646693879892,181213.483621602,4,0.689502197880444,0.497370700782079,2,0.410117415281688,0.591674361209091,1,0,NA,NA,NA
-28.10377,153.92014,2017-11-29T22:45:55Z,2017,11,29,22:45:55,NEAC,BRPK,Temperate East,9.3336,6.6668,1.0300014249715,0.666683332916677,1.6,4,1.33217904021012,0.960964047443681,534272033.674315,55999.9,0.476187414955053,121255.613666579,6,1.65287170338649,0.922485261985859,1,0,NA,4,1.18165652145581,0.852385001769201,NA,NA
-29.0895,153.78231,2017-11-30T02:03:02Z,2017,11,30,02:03:02,NEAC,BRPK,Temperate East,20.6669,6.6668,1.09651339473211,NA,1.0667,4,1.38629436111989,1,20996575.0695955,8000,0.454542975195342,25010.8088547222,1,0,NA,NA,NA,NA,1,0,NA,NA,NA
-29.4187,153.7169,2017-11-30T03:08:44Z,2017,11,30,03:08:44,NEAC,BRPK,Temperate East,40.6673,20.6671,1.97869901921411,NA,2.6667,10,1.90728399932138,0.82832291632764,194937962.145531,44666.7,0.456138273320333,90258.4072754175,10,1.86865199477698,0.811545249929145,1,0,NA,8,1.51070779399483,0.726496880876217,NA,NA
-36.40199,150.80169,2017-12-02T05:03:00Z,2017,12,2,05:03:00,SEAC,PKME,Temperate East,64.0002,50.6668,0.851711159970632,NA,2.4667,5,0.141440924151876,0.0878821873519571,12930641891.6293,68000,0.606059090909091,6457678.95569635,3,1.05491850441824,0.960228203615997,NA,NA,NA,3,1.05491850441824,0.960228203615997,NA,NA
-38.35374,149.00016,2017-12-02T15:35:16Z,2017,12,2,15:35:16,SEAC,PKME,South-east,247.9996,117.3331,1.07121441244916,0.933332333330833,7.0667,11,1.54892082370312,0.645950155235726,NA,197333.3,0.84797345404957,7889675.46857302,5,0.886396796006418,0.550749295240497,2,0.244930906479519,0.353360604138441,3,0.683736023002944,0.622363348795109,NA,NA
-38.68644,148.26372,2017-12-02T18:13:19Z,2017,12,2,18:13:19,SEAC,PKME,South-east,126.0004,68.667,1.32574603924462,0.943661585005155,3.9333,22,2.49584135600348,0.807443247274664,151579644.004572,72666.9,0.87499711539571,35717.846140517,12,1.52325334469933,0.613002240880674,3,0.727412713745911,0.662119585998607,9,1.94595763063778,0.885643484380163,NA,NA
-33.18662,152.28602,2017-11-30T16:17:12Z,2017,11,30,16:17:12,NEAC,BRPK,Temperate East,26.0003,17.3334,1.00019185503133,0.909087190116453,2.1333,4,0.900256051268537,0.649397470347699,6771113191.04246,83333.2,0.739131172024287,2715066.30052021,9,2.08849992772075,0.95051727950937,5,1.54659819967866,0.960955491187356,4,1.24245057833705,0.89623864395824,NA,NA
-35.20082,150.98394,2018-03-09T15:23:35Z,2018,3,9,15:23:35,SEAC,PKME,Temperate East,116.0004,94,1.37354740957447,0.96116458195894094,4.1333,16,2.31980697969433,0.836693506356155,40364536.2674039,3333.3,NA,502659.426594266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-46.0485,147.4938,2017-12-13T13:29:00Z,2017,12,13,13:29:00,SO,HOAN,South-east,98.6669,60.6669,1.48840572041756,0.878047531243598,7.1333,13,1.89036277533887,0.73699808919803,66454137.9385895,43333.3,NA,44107.8494214226,2,0.636511857779211,0.918292500685089,2,0.636511857779211,0.918292500685089,NA,NA,NA,NA,NA
-37.96057,135.41699,2017-12-05T23:24:48Z,2017,12,5,23:24:48,GAB,MEAB,South-east,82,14,0.542859321428571,0.8461582840066,1.3333,2,0.693147180559945,1,367512944.58251,52000,0.705126923076923,191315.754117521,7,1.6476613277666,0.846730425125998,2,0.693147180559945,1,5,1.16410419051645,0.72329860103511,NA,NA
-36.80164,150.40292,2018-03-09T20:49:39Z,2018,3,9,20:49:39,SEAC,PKME,South-east,58.6671,28.6669,1.25000045348468,0.883723039463632,4.8667,11,0.675033253566875,0.281510732025883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-37.72403,149.97797,2018-03-10T00:05:17Z,2018,3,10,00:05:17,SEAC,PKME,South-east,91.3335,73.3334,1.12268428793849,0.970588278546649,7.8,7,0.740373352796358,0.380476638736783,147404797.509558,99999.8,0.666667222224074,25238.8218830882,7,1.83436940425219,0.942679396138987,3,1.03971817150337,0.946392264339095,4,1.24245057833705,0.89623864395824,NA,NA
-38.68496,148.24934,2018-03-10T05:31:21Z,2018,3,10,05:31:21,SEAC,PKME,South-east,70.6667,13.3334,0.883950042236731,NA,2.7333,9,1.86621602358595,0.849351515013744,96253257.9268301,9333.4,0.357136734737609,126239.965448461,5,1.30311624644453,0.809671647708182,NA,NA,NA,5,1.30311624644453,0.809671647708182,NA,NA
-47.3167,142.0332,2018-01-10T02:33:00Z,2018,1,10,02:33:00,SO,ANHO,NA,285.3334,194.6667,0.83719136606312206,NA,4.6,NA,NA,NA,49182543.0029831,60666.6,0.989010427483986,19410.9559161718,4,1.17737218656811,0.849294507421206,3,1.05491850441824,0.960228203615997,1,0,NA,NA,NA
-46.3824,143.4223,2018-01-10T08:57:00Z,2018,1,10,08:57:00,SO,ANHO,South-east,96.6667,86.6667,0.772499656730901,NA,6.3333,NA,NA,NA,59150495.0562446,58000,0.747125862068966,11264.877097342,4,0.873854572860368,0.630352829361898,1,0,NA,3,0.36766247526864,0.334660807148235,NA,NA
-45.9654,139.0196,2017-11-01T16:33:00Z,2017,11,1,16:33:00,SO,HOAN,South-east,154.667,122.6668,1.42956000197802,NA,10.2667,10,1.60245026400595,0.695935307182191,91936463.973805,29999.9,0.888889629632099,45430.4880755853,1,0,NA,NA,NA,NA,1,0,NA,NA,NA
-46.4014,137.7192,2017-11-01T22:49:00Z,2017,11,1,22:49:00,SO,HOAN,South-east,114.6665,107.3332,1.62937802562488,NA,17.4667,NA,NA,NA,16577706.8489571,13333.3,NA,34256.1138998681,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
-44.0762,145.9369,2018-01-16T10:08:00Z,2018,1,16,10:08:00,SO,HOAN,South-east,193.3333,38.6666,0.937413633471782,NA,9.6,NA,NA,NA,161354541.50551,20666.7,0.80645192507754,211862.911747992,3,0.934777878429659,0.850871493129689,1,0,NA,2,0.450574620598912,0.650041770688476,NA,NA
-44.5074,144.6759,2018-01-16T14:56:00Z,2018,1,16,14:56:00,SO,HOAN,South-east,290.6665,175.9998,1.54378804407732,NA,12.0667,7,1.2482361413799,0.641466483941147,59103408.9371802,21333.2,0.937496484353027,94569.3523839732,3,0.796331347068718,0.724852029494537,1,0,NA,2,0.693147180559945,1,NA,NA
-44.7929,143.8315,2018-01-16T18:18:00Z,2018,1,16,18:18:00,SO,HOAN,South-east,230,146.6667,1.23456770009825,NA,12.4,1,0,NA,1619143615.63126,103333.4,0.22580695109229,202479.32093572,2,0.295440125308911,0.426230003662779,NA,NA,NA,2,0.295440125308911,0.426230003662779,NA,NA
-45.57803,144.16622,2019-03-15T06:47:45Z,2019,3,15,06:47:45,SO,HOSO,South-east,21.3334,0.6667,0.36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-29.35402,153.69004,2019-02-19T18:45:32Z,2019,2,19,18:45:32,NEAC,BRPK,Temperate East,30.0001,21.3334,1.02093843456739,NA,3,4,1.05492016798614,0.760964047443681,220796743.68431,67333.2,0.915492719697802,109921.657334219,6,1.65287170338649,0.922485261985859,4,1.33217654484329,0.960962247417005,2,0.450574620598912,0.650041770688476,NA,NA
-30.33479,153.45244,2019-02-19T22:18:02Z,2019,2,19,22:18:02,NEAC,BRPK,Temperate East,93.3335,52.6669,1.15658434796682,0.925000656244258,5.8,10,1.64791843300216,0.715681882079494,357848766.022633,73333.3,0.2000012000012,60009.679860309,2,0.410114124287965,0.591669613308768,NA,NA,NA,2,0.410114124287965,0.591669613308768,NA,NA
-37.32133,129.67675,2019-02-25T14:59:53Z,2019,2,25,14:59:53,GAB,MEFR,South-west,72.667,20.6669,1.7875080499195,0.88000167997648,6.2667,13,2.14196333177366,0.835089911441176,138271809.818845,9999.9,NA,163591.208523196,3,1.09861228866811,1,NA,NA,NA,3,1.09861228866811,1,NA,NA
-37.26564,129.26488,2019-02-25T16:05:19Z,2019,2,25,16:05:19,GAB,MEFR,South-west,54.667,12.0002,1.56749387510208,0.823523183482596,3.1333,10,1.84074872856928,0.799427015388065,7443341.65733905,1333.4,NA,52782.6178482743,2,0.693147180559945,1,NA,NA,NA,2,0.693147180559945,1,NA,NA
-38.0455,149.37167,2019-02-22T08:41:12Z,2019,2,22,08:41:12,SEAC,PKME,South-east,466.667,400.0002,1.00823356338322,0.984732640871832,6.4,11,1.07497469028307,0.448299265809285,67215635.9610715,19999.9,0.249998124995313,33169.5530329041,1,0,NA,NA,NA,NA,1,0,NA,NA,NA
-60.1323,116.5065,2008-11-28T14:57:00Z,2008,11,28,14:57:00,SO,HOAN,NA,68.6668,66.0001,1.30166739898879,NA,NA,3,1.0534817387241,0.958920403121725,166271.914472268,666.7,NA,4188.57723780478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-61.4447,149.9423,2009-02-15T04:09:00Z,2009,2,15,04:09:00,SO,ANHO,NA,54.6666,53.3333,1.07637496648435,NA,NA,NA,NA,NA,61815888.1978004,59999.9,NA,26352.6945339353,5,1.30059012805713,0.808102082105253,5,1.30059012805713,0.808102082105253,NA,NA,NA,NA,NA
-61.2002,149.847,2009-02-15T05:07:00Z,2009,2,15,05:07:00,SO,ANHO,NA,46.6667,46.6667,1.15572125305625,NA,NA,4,1.242453324894,0.896240625180289,349686618.091707,116666.6,NA,102391.792386411,4,1.15211714777433,0.831076847808581,4,1.15211714777433,0.831076847808581,NA,NA,NA,NA,NA
-60.4732,149.2927,2009-02-15T08:49:00Z,2009,2,15,08:49:00,SO,ANHO,NA,45.3334,45.3334,1.04154383964141,NA,NA,3,0.796311640173813,0.72483409150576,50436142.4597537,73333.1,NA,16526.5432280211,6,1.58874197254601,0.88669377772592,6,1.58874197254601,0.88669377772592,NA,NA,NA,NA,NA
-60.1442,149.3085,2009-02-15T10:18:00Z,2009,2,15,10:18:00,SO,ANHO,NA,13.3333,10.6666,1.09687519922,NA,NA,1,0,NA,193642104.644119,193333.3,NA,26883.7709466102,6,1.20534284487188,0.672714650360507,6,1.20534284487188,0.672714650360507,NA,NA,NA,NA,NA
-63.0864,142.9012,2007-12-21T02:46:00Z,2007,12,21,02:46:00,SO,HOAN,NA,14.6667,12.6667,1.10263130886498,NA,NA,NA,NA,NA,62290132.3006988,80666.6,NA,18842.7962624556,2,0.325080995882851,0.468992740647435,2,0.325080995882851,0.468992740647435,NA,NA,NA,NA,NA
-63.8351,142.9793,2007-12-21T06:06:00Z,2007,12,21,06:06:00,SO,HOAN,NA,37.3334,31.3334,0.80638264599437,NA,NA,NA,NA,NA,352603240.732144,157333.3,NA,72889.9083692978,7,1.4566137426304,0.748551387810764,6,1.2732400850094,0.71060882159476,NA,NA,NA,NA,NA
-64.1682,143.0377,2007-12-21T07:38:00Z,2007,12,21,07:38:00,SO,HOAN,NA,4.6667,3.3333,1.0780007800078,NA,NA,NA,NA,NA,61181183.963702,46666.5,NA,37625.0575964914,5,1.42705924631121,0.886681763419465,5,1.42705924631121,0.886681763419465,NA,NA,NA,NA,NA
-61.8012,140.5411,2008-01-21T18:28:00Z,2008,1,21,18:28:00,SO,ANHO,NA,40,36.6667,1.09454548677683,NA,NA,NA,NA,NA,29739609.380816,93333.2,NA,6948.87077484516,4,1.24245057833705,0.89623864395824,3,0.950267902541195,0.864971120697404,NA,NA,NA,NA,NA
-61.6366,140.5558,2008-01-21T19:16:00Z,2008,1,21,19:16:00,SO,ANHO,NA,25.3334,16.6667,1.09359981280037,NA,NA,NA,NA,NA,92617235.7838162,80000,NA,34620.5938177083,3,1.05492099975909,0.960230474973126,3,1.05492099975909,0.960230474973126,NA,NA,NA,NA,NA
-61.1468,140.7465,2008-01-21T21:34:00Z,2008,1,21,21:34:00,SO,ANHO,NA,35.3334,28.6667,1.05116288236874,NA,NA,1,0,NA,15323049.3297509,56666.7,NA,6155.53103351116,2,0.693147180559945,1,2,0.693147180559945,1,NA,NA,NA,NA,NA
-60.6585,140.9791,2008-01-21T23:48:00Z,2008,1,21,23:48:00,SO,ANHO,NA,45.3335,30.6668,1.08489165807975,NA,NA,2,0.500402423538188,0.721928094887362,14138033.164918,46666.7,NA,7042.83726172339,2,0.693147180559945,1,2,0.693147180559945,1,NA,NA,NA,NA,NA
-60.4951,141.0535,2008-01-22T00:32:00Z,2008,1,22,00:32:00,SO,ANHO,NA,20.0001,20.0001,1.0339993800031,NA,NA,1,0,NA,51104339.9269555,76666.5,NA,20433.0894995915,4,1.33217654484329,0.960962247417005,4,1.33217654484329,0.960962247417005,NA,NA,NA,NA,NA
-60.4141,141.0892,2008-01-22T00:54:00Z,2008,1,22,00:54:00,SO,ANHO,NA,32.6667,19.3333,1.08310262603901,NA,NA,1,0,NA,7945907.50111431,73333.3,NA,1575.04161001891,1,0,NA,1,0,NA,NA,NA,NA,NA,NA
-61.5069,142.6848,2007-12-20T18:47:00Z,2007,12,20,18:47:00,SO,HOAN,NA,104.6667,102.6667,1.09506500160227,NA,NA,3,0.916552529381765,0.83428206550733,156319033.123853,187333.3,NA,26482.5775059635,1,0,NA,1,0,NA,NA,NA,NA,NA,NA
-59.9151,120.9143,2009-12-12T23:43:00Z,2009,12,12,23:43:00,SO,HOAN,NA,118.6667,116.6667,0.996428402449028,NA,NA,1,0,NA,92619349.0533973,90666.4,0.96153872781147,26334.7223288557,7,1.4361185699206,0.738018952528615,5,1.16673077769808,0.724930591409723,1,0,NA,NA,NA
-60.0401,120.4781,2009-12-13T00:58:00Z,2009,12,13,00:58:00,SO,HOAN,NA,112.6667,98.6667,1.09054079035784,NA,NA,NA,NA,NA,54343282.8973379,137333.2,NA,8607.46261881484,8,1.73474240383316,0.834234754409969,7,1.57953381223453,0.811719807824298,NA,NA,NA,NA,NA
-60.1717,120.0578,2009-12-13T02:11:00Z,2009,12,13,02:11:00,SO,HOAN,NA,101.3334,101.3334,1.05848684639023,NA,NA,NA,NA,NA,43392987.0014135,120666.7,NA,7514.67114456023,10,1.92769453447464,0.837187099117392,9,1.78067951231465,0.810422171079772,NA,NA,NA,NA,NA
